Mes;Custo Mensal;Consumo Horas Ponta;Potencia Horas Ponta
1;11043.24;18464.38;175.85
2;10555.03;18703.8;178.13
3;11324.6;19143.74;178.91
4;10865.83;11573.75;183.71
5;11330.25;12289.17;186.2
6;11243.97;12519.74;189.69
7;11546.76;12225.33;194.05
8;11646.99;13231.74;191.76
9;11188.46;12554.16;190.21
10;0.0;0.0;0.0
11;0.0;0.0;0.0
12;0.0;0.0;0.0
