weekday;day;month;year;time;CONSUMO_TOTAL BVTP1;AVAC BVTP1;IT BVTP1
Tue;2;1;2018;05:00;37.400000000000006;12.1;22.88
Tue;2;1;2018;05:15;39.12;13.6;22.86
Tue;2;1;2018;05:30;38.54;13.2;22.86
Tue;2;1;2018;05:45;37.5;12.4;22.81
Tue;2;1;2018;06:00;38.2;12.6;22.81
Tue;2;1;2018;06:15;37.73;12.3;22.83
Tue;2;1;2018;06:30;39.9;14.5;22.81
Tue;2;1;2018;06:45;38.0;11.8;22.79
Tue;2;1;2018;07:00;38.870000000000005;12.0;22.84
Tue;2;1;2018;07:15;39.16;12.6;22.84
Tue;2;1;2018;07:30;40.660000000000004;13.8;22.82
Tue;2;1;2018;07:45;39.35;12.8;22.83
Tue;2;1;2018;08:00;39.23;12.4;22.86
Tue;2;1;2018;08:15;39.29;12.4;22.88
Tue;2;1;2018;08:30;39.54;12.2;22.94
Tue;2;1;2018;08:45;41.830000000000005;14.0;22.98
Tue;2;1;2018;09:00;39.32;11.5;23.12
Tue;2;1;2018;09:15;40.379999999999995;12.0;23.19
Tue;2;1;2018;09:30;39.49;11.6;23.22
Tue;2;1;2018;09:45;40.34;12.1;23.24
Tue;2;1;2018;10:00;41.71;13.4;23.35
Tue;2;1;2018;10:15;40.37;12.2;23.42
Tue;2;1;2018;10:30;40.7;12.4;23.4
Tue;2;1;2018;10:45;40.449999999999996;12.0;23.4
Tue;2;1;2018;11:00;40.83;12.4;23.42
Tue;2;1;2018;11:15;40.55;12.2;23.49
Tue;2;1;2018;11:30;42.1;13.9;23.51
Tue;2;1;2018;11:45;40.67;11.9;23.51
Tue;2;1;2018;12:00;40.699999999999996;12.5;23.54
Tue;2;1;2018;12:15;40.21;11.9;23.46
Tue;2;1;2018;12:30;40.809999999999995;12.3;23.45
Tue;2;1;2018;12:45;42.22;14.0;23.43
Tue;2;1;2018;13:00;39.97;11.6;23.44
Tue;2;1;2018;13:15;39.7;12.3;23.4
Tue;2;1;2018;13:30;40.28;12.4;23.42
Tue;2;1;2018;13:45;40.18;11.8;23.47
Tue;2;1;2018;14:00;40.550000000000004;12.5;23.49
Tue;2;1;2018;14:15;42.019999999999996;13.8;23.51
Tue;2;1;2018;14:30;40.53;12.1;23.53
Tue;2;1;2018;14:45;41.14;13.1;23.54
Tue;2;1;2018;15:00;40.63;12.2;23.57
Tue;2;1;2018;15:15;40.309999999999995;11.9;23.6
Tue;2;1;2018;15:30;41.150000000000006;12.7;23.66
Tue;2;1;2018;15:45;42.71;13.3;23.58
Tue;2;1;2018;16:00;40.92;12.3;23.54
Tue;2;1;2018;16:15;41.52;12.2;23.5
Tue;2;1;2018;16:30;41.01;12.3;23.53
Tue;2;1;2018;16:45;41.01;12.1;23.57
Tue;2;1;2018;17:00;43.54;14.5;23.59
Tue;2;1;2018;17:15;41.04;12.2;23.58
Tue;2;1;2018;17:30;41.36;12.7;23.56
Tue;2;1;2018;17:45;41.01;12.7;23.57
Tue;2;1;2018;18:00;40.99;12.9;23.55
Tue;2;1;2018;18:15;42.73;14.4;23.49
Tue;2;1;2018;18:30;40.47;12.3;23.48
Tue;2;1;2018;18:45;40.160000000000004;12.4;23.44
Tue;2;1;2018;19:00;39.79;12.7;23.43
Tue;2;1;2018;19:15;40.08;12.4;23.46
Tue;2;1;2018;19:30;41.81;14.7;23.37
Tue;2;1;2018;19:45;38.86;12.1;23.37
Tue;2;1;2018;20:00;39.2;12.5;23.36
Tue;2;1;2018;20:15;39.03;12.9;23.34
Tue;2;1;2018;20:30;39.08;12.7;23.35
Tue;2;1;2018;20:45;41.22;14.6;23.32
Tue;2;1;2018;21:00;38.4;12.4;23.31
Tue;2;1;2018;21:15;38.11;11.9;23.3
Tue;2;1;2018;21:30;39.52;13.1;23.31
Tue;2;1;2018;21:45;38.76;12.6;23.2
Tue;2;1;2018;22:00;40.19;14.5;23.24
Tue;2;1;2018;22:15;38.22;12.2;23.21
Tue;2;1;2018;22:30;38.26;12.5;23.21
Tue;2;1;2018;22:45;38.26;12.4;23.16
Tue;2;1;2018;23:00;39.99;14.0;23.14
Tue;2;1;2018;23:15;38.69;13.3;23.1
Tue;2;1;2018;23:30;37.870000000000005;12.3;23.08
Tue;2;1;2018;23:45;38.260000000000005;12.3;23.04
Wed;3;1;2018;00:00;40.650000000000006;13.3;24.68
Wed;3;1;2018;00:15;37.0;13.0;21.6
Wed;3;1;2018;00:30;39.61;13.8;23.05
Wed;3;1;2018;00:45;37.61;12.1;22.99
Wed;3;1;2018;01:00;38.59;13.1;23.0
Wed;3;1;2018;01:15;38.01;12.1;22.95
Wed;3;1;2018;01:30;40.22;14.9;22.95
Wed;3;1;2018;01:45;37.73;12.0;22.94
Wed;3;1;2018;02:00;38.34;12.8;22.96
Wed;3;1;2018;02:15;37.84;12.3;22.92
Wed;3;1;2018;02:30;39.69;14.0;22.9
Wed;3;1;2018;02:45;38.86;13.6;22.87
Wed;3;1;2018;03:00;37.76;12.2;22.87
Wed;3;1;2018;03:15;37.69;12.2;22.88
Wed;3;1;2018;03:30;38.08;12.5;22.9
Wed;3;1;2018;03:45;39.77;14.3;22.86
Wed;3;1;2018;04:00;38.08;12.5;22.9
Wed;3;1;2018;04:15;37.89;12.4;22.84
Wed;3;1;2018;04:30;37.660000000000004;12.5;22.87
Wed;3;1;2018;04:45;38.18;12.5;22.81
Wed;3;1;2018;05:00;39.39;13.9;22.84
Wed;3;1;2018;05:15;37.94;12.6;22.81
Wed;3;1;2018;05:30;37.7;12.3;22.83
Wed;3;1;2018;05:45;38.02;12.5;22.79
Wed;3;1;2018;06:00;39.93;14.6;22.8
Wed;3;1;2018;06:15;37.29;11.9;22.8
Wed;3;1;2018;06:30;38.21;12.7;22.8
Wed;3;1;2018;06:45;38.53;12.5;22.78
Wed;3;1;2018;07:00;39.980000000000004;13.2;22.82
Wed;3;1;2018;07:15;40.83;13.9;22.76
Wed;3;1;2018;07:30;39.22;12.4;22.81
Wed;3;1;2018;07:45;38.93;12.3;22.84
Wed;3;1;2018;08:00;39.68;12.6;22.89
Wed;3;1;2018;08:15;40.89;14.3;22.92
Wed;3;1;2018;08:30;39.57;12.3;22.9
Wed;3;1;2018;08:45;40.53;12.6;22.96
Wed;3;1;2018;09:00;40.410000000000004;12.3;23.13
Wed;3;1;2018;09:15;41.08;12.5;23.18
Wed;3;1;2018;09:30;43.43;14.5;23.21
Wed;3;1;2018;09:45;40.800000000000004;12.1;23.26
Wed;3;1;2018;10:00;41.46;12.6;23.42
Wed;3;1;2018;10:15;41.43;12.6;23.4
Wed;3;1;2018;10:30;41.9;12.7;23.42
Wed;3;1;2018;10:45;42.76;13.8;23.45
Wed;3;1;2018;11:00;41.61;12.5;23.48
Wed;3;1;2018;11:15;41.300000000000004;12.4;23.5
Wed;3;1;2018;11:30;40.78;12.7;23.51
Wed;3;1;2018;11:45;41.06;12.7;23.53
Wed;3;1;2018;12:00;43.21;14.5;23.55
Wed;3;1;2018;12:15;40.28;12.3;23.5
Wed;3;1;2018;12:30;41.24;12.5;23.46
Wed;3;1;2018;12:45;41.02;12.2;23.46
Wed;3;1;2018;13:00;41.78;13.4;23.39
Wed;3;1;2018;13:15;41.370000000000005;14.0;23.36
Wed;3;1;2018;13:30;39.79;12.2;23.35
Wed;3;1;2018;13:45;41.050000000000004;12.6;23.38
Wed;3;1;2018;14:00;40.68;12.7;23.45
Wed;3;1;2018;14:15;41.910000000000004;13.7;23.47
Wed;3;1;2018;14:30;40.51;12.3;23.47
Wed;3;1;2018;14:45;40.980000000000004;12.5;23.49
Wed;3;1;2018;15:00;40.84;12.6;23.47
Wed;3;1;2018;15:15;40.620000000000005;12.3;23.5
Wed;3;1;2018;15:30;42.56;14.1;23.54
Wed;3;1;2018;15:45;41.38;13.2;23.53
Wed;3;1;2018;16:00;40.410000000000004;12.3;23.54
Wed;3;1;2018;16:15;41.28;12.8;23.54
Wed;3;1;2018;16:30;41.45;12.9;23.54
Wed;3;1;2018;16:45;42.12;13.9;23.49
Wed;3;1;2018;17:00;40.58;12.3;23.54
Wed;3;1;2018;17:15;41.21;12.7;23.54
Wed;3;1;2018;17:30;40.57;12.3;23.53
Wed;3;1;2018;17:45;41.56;13.5;23.54
Wed;3;1;2018;18:00;40.85;12.9;23.45
Wed;3;1;2018;18:15;40.58;12.4;23.47
Wed;3;1;2018;18:30;40.44;12.8;23.44
Wed;3;1;2018;18:45;40.01;12.3;23.42
Wed;3;1;2018;19:00;42.35;14.5;23.38
Wed;3;1;2018;19:15;39.730000000000004;12.6;23.41
Wed;3;1;2018;19:30;39.84;12.8;23.38
Wed;3;1;2018;19:45;40.08;12.5;23.36
Wed;3;1;2018;20:00;41.13;14.2;23.33
Wed;3;1;2018;20:15;39.22;13.2;23.31
Wed;3;1;2018;20:30;39.160000000000004;12.8;23.27
Wed;3;1;2018;20:45;38.68;12.2;23.28
Wed;3;1;2018;21:00;39.46;13.3;23.29
Wed;3;1;2018;21:15;40.120000000000005;14.1;23.27
Wed;3;1;2018;21:30;38.76;12.4;23.24
Wed;3;1;2018;21:45;38.42;12.8;23.2
Wed;3;1;2018;22:00;38.15;12.3;23.26
Wed;3;1;2018;22:15;41.04;14.6;23.25
Wed;3;1;2018;22:30;38.17;12.6;23.22
Wed;3;1;2018;22:45;38.050000000000004;12.3;23.18
Wed;3;1;2018;23:00;38.35;12.4;23.14
Wed;3;1;2018;23:15;40.56;14.9;23.13
Wed;3;1;2018;23:30;37.61000000000001;12.0;23.13
Wed;3;1;2018;23:45;38.67;12.7;23.08
Thu;4;1;2018;00:00;40.620000000000005;13.2;24.69
Thu;4;1;2018;00:15;37.02;13.1;21.62
Thu;4;1;2018;00:30;39.15;13.2;23.05
Thu;4;1;2018;00:45;37.980000000000004;12.3;23.05
Thu;4;1;2018;01:00;38.61;12.9;23.07
Thu;4;1;2018;01:15;38.78;12.8;22.99
Thu;4;1;2018;01:30;39.53;14.2;23.0
Thu;4;1;2018;01:45;37.44;12.0;22.92
Thu;4;1;2018;02:00;38.35;12.5;22.97
Thu;4;1;2018;02:15;38.2;12.5;22.97
Thu;4;1;2018;02:30;39.74;14.5;22.94
Thu;4;1;2018;02:45;38.1;12.4;22.9
Thu;4;1;2018;03:00;37.9;12.5;22.93
Thu;4;1;2018;03:15;37.61;12.0;22.9
Thu;4;1;2018;03:30;40.660000000000004;15.1;22.91
Thu;4;1;2018;03:45;37.46;12.1;22.88
Thu;4;1;2018;04:00;37.97;12.4;22.9
Thu;4;1;2018;04:15;37.95;12.2;22.84
Thu;4;1;2018;04:30;38.980000000000004;13.6;22.88
Thu;4;1;2018;04:45;38.980000000000004;13.6;22.85
Thu;4;1;2018;05:00;38.11;12.4;22.9
Thu;4;1;2018;05:15;37.51;12.1;22.9
Thu;4;1;2018;05:30;38.02;12.6;22.9
Thu;4;1;2018;05:45;40.43;14.8;22.85
Thu;4;1;2018;06:00;37.47;12.1;22.83
Thu;4;1;2018;06:15;37.85;12.6;22.82
Thu;4;1;2018;06:30;38.45;12.5;22.83
Thu;4;1;2018;06:45;39.75;14.6;22.81
Thu;4;1;2018;07:00;37.69;12.4;22.83
Thu;4;1;2018;07:15;37.95;12.3;22.83
Thu;4;1;2018;07:30;38.01;12.5;22.86
Thu;4;1;2018;07:45;39.980000000000004;14.5;22.85
Thu;4;1;2018;08:00;39.28;12.2;23.0
Thu;4;1;2018;08:15;39.09;12.5;22.92
Thu;4;1;2018;08:30;39.660000000000004;12.4;22.96
Thu;4;1;2018;08:45;42.33;14.9;23.02
Thu;4;1;2018;09:00;40.53;11.9;23.15
Thu;4;1;2018;09:15;40.94;12.6;23.22
Thu;4;1;2018;09:30;41.620000000000005;12.6;23.27
Thu;4;1;2018;09:45;41.550000000000004;12.9;23.28
Thu;4;1;2018;10:00;42.38;14.1;23.41
Thu;4;1;2018;10:15;40.92;12.5;23.44
Thu;4;1;2018;10:30;41.6;12.8;23.46
Thu;4;1;2018;10:45;40.6;12.1;23.46
Thu;4;1;2018;11:00;42.79;14.4;23.5
Thu;4;1;2018;11:15;40.77;12.3;23.53
Thu;4;1;2018;11:30;41.22;12.4;23.54
Thu;4;1;2018;11:45;40.75;12.3;23.55
Thu;4;1;2018;12:00;42.09;13.1;23.58
Thu;4;1;2018;12:15;42.160000000000004;13.6;23.59
Thu;4;1;2018;12:30;41.27;12.8;23.57
Thu;4;1;2018;12:45;40.82;12.6;23.52
Thu;4;1;2018;13:00;41.800000000000004;12.9;23.48
Thu;4;1;2018;13:15;42.410000000000004;14.1;23.46
Thu;4;1;2018;13:30;40.99;12.5;23.47
Thu;4;1;2018;13:45;41.24;12.4;23.5
Thu;4;1;2018;14:00;41.31;12.7;23.52
Thu;4;1;2018;14:15;43.04;14.8;23.54
Thu;4;1;2018;14:30;40.980000000000004;12.1;23.58
Thu;4;1;2018;14:45;41.63;12.8;23.55
Thu;4;1;2018;15:00;41.07;12.8;23.57
Thu;4;1;2018;15:15;43.230000000000004;14.4;23.56
Thu;4;1;2018;15:30;41.370000000000005;12.5;23.59
Thu;4;1;2018;15:45;41.050000000000004;12.4;23.58
Thu;4;1;2018;16:00;40.82;12.5;23.57
Thu;4;1;2018;16:15;43.56;14.8;23.54
Thu;4;1;2018;16:30;40.59;12.2;23.59
Thu;4;1;2018;16:45;40.72;12.6;23.58
Thu;4;1;2018;17:00;41.35;12.6;23.56
Thu;4;1;2018;17:15;41.19;12.9;23.56
Thu;4;1;2018;17:30;42.9;14.5;23.58
Thu;4;1;2018;17:45;40.96;12.5;23.54
Thu;4;1;2018;18:00;40.45;12.4;23.49
Thu;4;1;2018;18:15;40.7;12.8;23.45
Thu;4;1;2018;18:30;42.71;14.7;23.44
Thu;4;1;2018;18:45;39.94;12.0;23.4
Thu;4;1;2018;19:00;40.17;12.6;23.45
Thu;4;1;2018;19:15;40.58;13.0;23.46
Thu;4;1;2018;19:30;41.32;13.7;23.44
Thu;4;1;2018;19:45;39.730000000000004;12.8;23.35
Thu;4;1;2018;20:00;39.54;12.9;23.31
Thu;4;1;2018;20:15;41.13;14.0;23.29
Thu;4;1;2018;20:30;39.31;12.6;23.28
Thu;4;1;2018;20:45;39.09;12.8;23.31
Thu;4;1;2018;21:00;39.39;12.6;23.28
Thu;4;1;2018;21:15;40.660000000000004;14.6;23.24
Thu;4;1;2018;21:30;38.57;12.3;23.31
Thu;4;1;2018;21:45;38.7;12.4;23.3
Thu;4;1;2018;22:00;39.07;13.1;23.26
Thu;4;1;2018;22:15;40.2;14.5;23.24
Thu;4;1;2018;22:30;38.11;12.3;23.21
Thu;4;1;2018;22:45;38.36;12.1;23.18
Thu;4;1;2018;23:00;38.6;13.0;23.18
Thu;4;1;2018;23:15;40.33;14.7;23.14
Thu;4;1;2018;23:30;37.75;11.8;23.1
Thu;4;1;2018;23:45;38.32;12.6;23.1
Fri;5;1;2018;00:00;40.92;13.5;24.7
Fri;5;1;2018;00:15;37.76;13.2;21.67
Fri;5;1;2018;00:30;38.19;13.0;23.03
Fri;5;1;2018;00:45;38.1;12.3;23.04
Fri;5;1;2018;01:00;38.17;12.5;23.04
Fri;5;1;2018;01:15;38.75;13.0;22.98
Fri;5;1;2018;01:30;36.52;10.7;23.01
Fri;5;1;2018;01:45;37.82;12.1;22.96
Fri;5;1;2018;02:00;36.29;10.9;22.99
Fri;5;1;2018;02:15;38.03;12.3;22.94
Fri;5;1;2018;02:30;38.13;12.5;22.95
Fri;5;1;2018;02:45;36.25;11.0;22.9
Fri;5;1;2018;03:00;37.61;11.7;22.92
Fri;5;1;2018;03:15;36.26;10.9;22.95
Fri;5;1;2018;03:30;39.02;13.5;22.97
Fri;5;1;2018;03:45;36.95;11.0;22.95
Fri;5;1;2018;04:00;36.26;10.6;22.96
Fri;5;1;2018;04:15;37.2;11.9;22.88
Fri;5;1;2018;04:30;37.44;11.8;22.9
Fri;5;1;2018;04:45;39.09;13.8;22.88
Fri;5;1;2018;05:00;36.98;11.5;22.92
Fri;5;1;2018;05:15;37.27;11.7;22.89
Fri;5;1;2018;05:30;37.19;11.7;22.92
Fri;5;1;2018;05:45;39.5;13.8;22.9
Fri;5;1;2018;06:00;36.94;11.5;22.88
Fri;5;1;2018;06:15;37.300000000000004;12.1;22.88
Fri;5;1;2018;06:30;38.2;12.3;22.86
Fri;5;1;2018;06:45;38.36;12.3;22.87
Fri;5;1;2018;07:00;38.72;12.0;22.88
Fri;5;1;2018;07:15;38.93;11.9;22.88
Fri;5;1;2018;07:30;39.28;12.3;22.92
Fri;5;1;2018;07:45;40.02;13.3;22.94
Fri;5;1;2018;08:00;39.13;12.0;22.97
Fri;5;1;2018;08:15;38.65;11.9;22.98
Fri;5;1;2018;08:30;38.99;11.5;23.0
Fri;5;1;2018;08:45;42.4;14.1;23.02
Fri;5;1;2018;09:00;40.89;12.2;23.14
Fri;5;1;2018;09:15;39.120000000000005;11.2;23.18
Fri;5;1;2018;09:30;39.69;11.1;23.28
Fri;5;1;2018;09:45;39.13;10.8;23.29
Fri;5;1;2018;10:00;40.34;12.4;23.4
Fri;5;1;2018;10:15;40.16;11.1;23.42
Fri;5;1;2018;10:30;38.89;10.7;23.43
Fri;5;1;2018;10:45;40.86;11.7;23.53
Fri;5;1;2018;11:00;42.29;13.2;23.59
Fri;5;1;2018;11:15;40.29;10.7;23.6
Fri;5;1;2018;11:30;41.61;12.4;23.62
Fri;5;1;2018;11:45;40.79;11.1;23.62
Fri;5;1;2018;12:00;42.09;13.1;23.69
Fri;5;1;2018;12:15;41.120000000000005;11.7;23.65
Fri;5;1;2018;12:30;40.19;10.9;23.61
Fri;5;1;2018;12:45;41.67;12.4;23.56
Fri;5;1;2018;13:00;42.27;13.3;23.56
Fri;5;1;2018;13:15;39.49;10.8;23.51
Fri;5;1;2018;13:30;41.31;12.0;23.53
Fri;5;1;2018;13:45;41.3;12.4;23.59
Fri;5;1;2018;14:00;39.88;11.4;23.68
Fri;5;1;2018;14:15;40.24;11.7;23.63
Fri;5;1;2018;14:30;40.64;11.0;23.69
Fri;5;1;2018;14:45;42.38;12.9;23.76
Fri;5;1;2018;15:00;42.800000000000004;12.3;23.72
Fri;5;1;2018;15:15;40.9;11.0;23.7
Fri;5;1;2018;15:30;41.14;11.7;23.73
Fri;5;1;2018;15:45;41.550000000000004;11.9;23.73
Fri;5;1;2018;16:00;40.99;11.6;23.76
Fri;5;1;2018;16:15;41.77;11.7;23.69
Fri;5;1;2018;16:30;41.79;12.1;23.67
Fri;5;1;2018;16:45;41.910000000000004;11.9;23.64
Fri;5;1;2018;17:00;40.68;12.3;23.69
Fri;5;1;2018;17:15;40.11;11.6;23.66
Fri;5;1;2018;17:30;39.18;10.5;23.66
Fri;5;1;2018;17:45;40.32;11.9;23.65
Fri;5;1;2018;18:00;41.19;13.1;23.61
Fri;5;1;2018;18:15;38.97;10.8;23.52
Fri;5;1;2018;18:30;39.46;11.0;23.52
Fri;5;1;2018;18:45;39.61;11.4;23.5
Fri;5;1;2018;19:00;40.15;12.9;23.46
Fri;5;1;2018;19:15;37.97;10.5;23.46
Fri;5;1;2018;19:30;38.78;11.9;23.4
Fri;5;1;2018;19:45;40.019999999999996;13.4;23.4
Fri;5;1;2018;20:00;37.88;12.0;23.36
Fri;5;1;2018;20:15;38.39;12.0;23.33
Fri;5;1;2018;20:30;38.1;12.1;23.36
Fri;5;1;2018;20:45;39.16;12.8;23.36
Fri;5;1;2018;21:00;37.44;11.6;23.37
Fri;5;1;2018;21:15;37.04;11.3;23.34
Fri;5;1;2018;21:30;37.550000000000004;11.8;23.33
Fri;5;1;2018;21:45;37.97;12.0;23.33
Fri;5;1;2018;22:00;37.05;11.4;23.35
Fri;5;1;2018;22:15;37.5;11.7;23.34
Fri;5;1;2018;22:30;36.660000000000004;10.8;23.37
Fri;5;1;2018;22:45;37.63;11.7;23.27
Fri;5;1;2018;23:00;38.410000000000004;12.8;23.25
Fri;5;1;2018;23:15;37.61;12.0;23.22
Fri;5;1;2018;23:30;37.5;12.0;23.2
Fri;5;1;2018;23:45;37.74;12.0;23.18
Sat;6;1;2018;00:00;42.17;15.0;24.81
Sat;6;1;2018;00:15;34.32;10.2;21.74
Sat;6;1;2018;00:30;36.26;10.7;23.18
Sat;6;1;2018;00:45;37.15;11.4;23.21
Sat;6;1;2018;01:00;38.099999999999994;12.4;23.18
Sat;6;1;2018;01:15;36.59;11.3;23.13
Sat;6;1;2018;01:30;37.14;11.5;23.13
Sat;6;1;2018;01:45;36.92;11.1;23.11
Sat;6;1;2018;02:00;36.93;10.8;23.1
Sat;6;1;2018;02:15;38.65;13.0;23.05
Sat;6;1;2018;02:30;36.86;10.9;23.05
Sat;6;1;2018;02:45;36.809999999999995;10.7;23.04
Sat;6;1;2018;03:00;36.970000000000006;11.7;23.02
Sat;6;1;2018;03:15;38.77;13.3;23.04
Sat;6;1;2018;03:30;37.37;11.9;23.01
Sat;6;1;2018;03:45;36.910000000000004;11.7;22.99
Sat;6;1;2018;04:00;37.4;12.0;22.98
Sat;6;1;2018;04:15;37.32;12.1;22.94
Sat;6;1;2018;04:30;37.809999999999995;12.3;22.96
Sat;6;1;2018;04:45;36.65;11.6;22.95
Sat;6;1;2018;05:00;35.82;10.3;23.02
Sat;6;1;2018;05:15;36.75;11.5;23.01
