weekday;day;month;year;time;CONSUMO_TOTAL BVTP1;AVAC BVTP1;IT BVTP1
Sun;18;2;2018;05:45;35.2;10.2;22.94
Sun;18;2;2018;06:00;37.18;11.6;22.96
Sun;18;2;2018;06:15;36.4;11.0;22.96
Sun;18;2;2018;06:30;37.5;12.0;22.95
Sun;18;2;2018;06:45;38.3;13.1;22.93
Sun;18;2;2018;07:00;35.73;10.4;22.95
Sun;18;2;2018;07:15;36.82;11.4;22.92
Sun;18;2;2018;07:30;36.74;11.5;22.94
Sun;18;2;2018;07:45;36.83;11.3;22.92
Sun;18;2;2018;08:00;38.6;13.4;22.97
Sun;18;2;2018;08:15;36.13;10.6;22.96
Sun;18;2;2018;08:30;36.589999999999996;11.3;22.95
Sun;18;2;2018;08:45;37.51;11.8;22.98
Sun;18;2;2018;09:00;36.660000000000004;11.0;22.98
Sun;18;2;2018;09:15;39.24;14.0;23.0
Sun;18;2;2018;09:30;35.61;10.2;23.01
Sun;18;2;2018;09:45;38.14;12.2;23.02
Sun;18;2;2018;10:00;36.22;11.1;23.06
Sun;18;2;2018;10:15;37.89;12.0;23.05
Sun;18;2;2018;10:30;38.3;12.7;23.08
Sun;18;2;2018;10:45;37.309999999999995;11.7;23.07
Sun;18;2;2018;11:00;36.57;10.8;23.11
Sun;18;2;2018;11:15;38.13;12.6;23.09
Sun;18;2;2018;11:30;36.629999999999995;10.8;23.11
Sun;18;2;2018;11:45;39.0;13.2;23.12
Sun;18;2;2018;12:00;37.800000000000004;12.1;23.16
Sun;18;2;2018;12:15;37.52;11.8;23.15
Sun;18;2;2018;12:30;37.18;11.3;23.18
Sun;18;2;2018;12:45;38.059999999999995;12.3;23.15
Sun;18;2;2018;13:00;37.24;11.4;23.18
Sun;18;2;2018;13:15;40.129999999999995;14.4;23.15
Sun;18;2;2018;13:30;36.05;10.3;23.18
Sun;18;2;2018;13:45;38.19;12.3;23.16
Sun;18;2;2018;14:00;37.32;11.5;23.21
Sun;18;2;2018;14:15;37.72;12.1;23.18
Sun;18;2;2018;14:30;39.64;13.6;23.21
Sun;18;2;2018;14:45;37.02;11.2;23.17
Sun;18;2;2018;15:00;37.4;11.6;23.2
Sun;18;2;2018;15:15;37.24;11.7;23.18
Sun;18;2;2018;15:30;37.800000000000004;11.8;23.21
Sun;18;2;2018;15:45;38.17;12.5;23.19
Sun;18;2;2018;16:00;38.71;12.8;23.19
Sun;18;2;2018;16:15;36.93;10.9;23.21
Sun;18;2;2018;16:30;37.24;11.6;23.22
Sun;18;2;2018;16:45;37.300000000000004;11.4;23.2
Sun;18;2;2018;17:00;38.339999999999996;12.5;23.2
Sun;18;2;2018;17:15;38.46;12.9;23.19
Sun;18;2;2018;17:30;37.42;11.4;23.21
Sun;18;2;2018;17:45;36.89;11.2;23.22
Sun;18;2;2018;18:00;37.69;11.7;23.23
Sun;18;2;2018;18:15;37.42;11.5;23.24
Sun;18;2;2018;18:30;39.37;13.7;23.25
Sun;18;2;2018;18:45;35.97;10.1;23.24
Sun;18;2;2018;19:00;38.25;12.3;23.26
Sun;18;2;2018;19:15;36.63;10.9;23.25
Sun;18;2;2018;19:30;38.52;12.5;23.24
Sun;18;2;2018;19:45;38.23;12.5;23.22
Sun;18;2;2018;20:00;37.129999999999995;11.4;23.21
Sun;18;2;2018;20:15;36.76;10.8;23.24
Sun;18;2;2018;20:30;37.58;11.9;23.22
Sun;18;2;2018;20:45;36.97;10.8;23.25
Sun;18;2;2018;21:00;40.03;14.4;23.25
Sun;18;2;2018;21:15;35.76;9.8;23.26
Sun;18;2;2018;21:30;37.32;11.4;23.24
Sun;18;2;2018;21:45;37.14;11.3;23.22
Sun;18;2;2018;22:00;37.48;11.7;23.26
Sun;18;2;2018;22:15;39.33;13.4;23.25
Sun;18;2;2018;22:30;36.9;11.2;23.22
Sun;18;2;2018;22:45;37.160000000000004;11.4;23.2
Sun;18;2;2018;23:00;37.160000000000004;11.3;23.2
Sun;18;2;2018;23:15;37.46;11.5;23.18
Sun;18;2;2018;23:30;38.61;13.0;23.16
Sun;18;2;2018;23:45;36.75;10.9;23.12
Mon;19;2;2018;00:00;39.370000000000005;11.9;24.91
Mon;19;2;2018;00:15;35.14;10.9;21.51
Mon;19;2;2018;00:30;37.35;11.8;23.08
Mon;19;2;2018;00:45;38.65;13.1;23.08
Mon;19;2;2018;01:00;36.35;10.6;23.1
Mon;19;2;2018;01:15;37.43;11.7;23.09
Mon;19;2;2018;01:30;36.370000000000005;11.0;23.06
Mon;19;2;2018;01:45;39.07;13.2;23.04
Mon;19;2;2018;02:00;35.57;10.1;23.04
Mon;19;2;2018;02:15;37.290000000000006;12.0;23.03
Mon;19;2;2018;02:30;37.370000000000005;11.6;23.02
Mon;19;2;2018;02:45;37.23;11.8;23.02
Mon;19;2;2018;03:00;39.290000000000006;13.7;23.03
Mon;19;2;2018;03:15;37.199999999999996;11.8;23.09
Mon;19;2;2018;03:30;37.120000000000005;11.6;23.08
Mon;19;2;2018;03:45;37.230000000000004;11.6;23.05
Mon;19;2;2018;04:00;37.949999999999996;12.3;23.09
Mon;19;2;2018;04:15;39.46;14.0;23.05
Mon;19;2;2018;04:30;36.77;11.1;22.99
Mon;19;2;2018;04:45;37.18;11.8;22.95
Mon;19;2;2018;05:00;37.29;11.9;22.98
Mon;19;2;2018;05:15;38.059999999999995;12.2;22.97
Mon;19;2;2018;05:30;38.41;13.2;22.96
Mon;19;2;2018;05:45;36.720000000000006;11.2;22.89
Mon;19;2;2018;06:00;36.99;11.9;22.9
Mon;19;2;2018;06:15;37.2;11.7;22.91
Mon;19;2;2018;06:30;37.71;11.9;22.9
Mon;19;2;2018;06:45;39.25;14.1;22.87
Mon;19;2;2018;07:00;36.910000000000004;11.0;22.91
Mon;19;2;2018;07:15;39.260000000000005;12.6;22.89
Mon;19;2;2018;07:30;38.22;11.6;22.91
Mon;19;2;2018;07:45;39.09;12.1;22.96
Mon;19;2;2018;08:00;41.13;13.0;23.04
Mon;19;2;2018;08:15;38.97;11.5;23.03
Mon;19;2;2018;08:30;38.7;11.8;23.05
Mon;19;2;2018;08:45;39.15;12.3;23.07
Mon;19;2;2018;09:00;40.74;12.4;23.24
Mon;19;2;2018;09:15;41.370000000000005;13.1;23.27
Mon;19;2;2018;09:30;41.79;13.2;23.3
Mon;19;2;2018;09:45;40.99;12.6;23.29
Mon;19;2;2018;10:00;41.35;13.0;23.36
Mon;19;2;2018;10:15;40.489999999999995;11.8;23.41
Mon;19;2;2018;10:30;42.74;13.7;23.41
Mon;19;2;2018;10:45;42.550000000000004;13.5;23.46
Mon;19;2;2018;11:00;40.42;11.6;23.23
Mon;19;2;2018;11:15;40.95;12.2;23.07
Mon;19;2;2018;11:30;41.58;12.5;23.09
Mon;19;2;2018;11:45;41.43;13.0;22.97
Mon;19;2;2018;12:00;42.769999999999996;14.3;22.7
Mon;19;2;2018;12:15;39.72;11.2;22.69
Mon;19;2;2018;12:30;40.32;12.4;22.64
Mon;19;2;2018;12:45;41.33;13.0;22.6
Mon;19;2;2018;13:00;41.010000000000005;13.0;22.58
Mon;19;2;2018;13:15;42.52;14.5;22.59
Mon;19;2;2018;13:30;38.99;11.3;22.58
Mon;19;2;2018;13:45;40.910000000000004;12.5;22.59
Mon;19;2;2018;14:00;39.35;12.2;22.65
Mon;19;2;2018;14:15;41.56;13.0;22.65
Mon;19;2;2018;14:30;41.81;13.9;22.55
Mon;19;2;2018;14:45;39.669999999999995;11.6;22.51
Mon;19;2;2018;15:00;40.55;12.7;22.54
Mon;19;2;2018;15:15;41.14;12.7;22.52
Mon;19;2;2018;15:30;40.23;12.3;22.52
Mon;19;2;2018;15:45;42.760000000000005;14.6;22.51
Mon;19;2;2018;16:00;39.95;11.9;22.5
Mon;19;2;2018;16:15;40.36;12.5;22.51
Mon;19;2;2018;16:30;39.74;11.8;22.51
Mon;19;2;2018;16:45;39.83;12.3;22.48
Mon;19;2;2018;17:00;40.699999999999996;13.6;22.52
Mon;19;2;2018;17:15;40.150000000000006;12.6;22.54
Mon;19;2;2018;17:30;39.93;12.1;22.51
Mon;19;2;2018;17:45;40.269999999999996;11.9;22.48
Mon;19;2;2018;18:00;41.11000000000001;13.6;22.4
Mon;19;2;2018;18:15;40.31;12.8;22.36
Mon;19;2;2018;18:30;38.81999999999999;11.8;22.32
Mon;19;2;2018;18:45;38.86;12.0;22.3
Mon;19;2;2018;19:00;38.410000000000004;12.3;22.29
Mon;19;2;2018;19:15;39.36;12.9;22.29
Mon;19;2;2018;19:30;37.66;11.5;22.28
Mon;19;2;2018;19:45;37.88;11.7;22.23
Mon;19;2;2018;20:00;37.52;11.8;22.23
Mon;19;2;2018;20:15;36.83;12.0;22.2
Mon;19;2;2018;20:30;38.17;13.5;22.21
Mon;19;2;2018;20:45;37.0;12.4;22.18
Mon;19;2;2018;21:00;34.99;10.3;22.22
Mon;19;2;2018;21:15;36.68;11.8;22.22
Mon;19;2;2018;21:30;36.89;12.1;22.19
Mon;19;2;2018;21:45;37.38;12.7;22.15
Mon;19;2;2018;22:00;37.42;12.8;22.22
Mon;19;2;2018;22:15;35.23;10.3;22.2
Mon;19;2;2018;22:30;36.65;12.1;22.16
Mon;19;2;2018;22:45;37.01;12.3;22.12
Mon;19;2;2018;23:00;37.199999999999996;12.5;22.1
Mon;19;2;2018;23:15;37.379999999999995;13.0;22.06
Mon;19;2;2018;23:30;34.870000000000005;10.1;22.07
Mon;19;2;2018;23:45;36.61;12.1;22.04
Tue;20;2;2018;00:00;39.36;12.8;23.74
Tue;20;2;2018;00:15;34.25;11.4;20.54
Tue;20;2;2018;00:30;37.300000000000004;12.7;22.06
Tue;20;2;2018;00:45;34.730000000000004;10.0;22.03
Tue;20;2;2018;01:00;36.35;11.9;22.05
Tue;20;2;2018;01:15;36.87;12.3;22.04
Tue;20;2;2018;01:30;37.379999999999995;12.8;22.02
Tue;20;2;2018;01:45;36.19;11.8;22.01
Tue;20;2;2018;02:00;35.03;10.4;22.04
Tue;20;2;2018;02:15;36.36;11.7;22.02
Tue;20;2;2018;02:30;36.61;12.2;21.99
Tue;20;2;2018;02:45;37.36;12.9;21.94
Tue;20;2;2018;03:00;34.620000000000005;10.0;22.02
Tue;20;2;2018;03:15;36.510000000000005;12.1;21.99
Tue;20;2;2018;03:30;36.6;12.0;21.97
Tue;20;2;2018;03:45;36.36;12.0;21.96
Tue;20;2;2018;04:00;37.300000000000004;12.7;21.98
Tue;20;2;2018;04:15;35.14;10.9;21.97
Tue;20;2;2018;04:30;36.11;11.8;21.99
Tue;20;2;2018;04:45;36.47;11.9;21.94
Tue;20;2;2018;05:00;35.63;11.4;21.99
Tue;20;2;2018;05:15;36.57;11.7;22.04
Tue;20;2;2018;05:30;35.900000000000006;11.9;22.01
Tue;20;2;2018;05:45;36.129999999999995;11.6;21.95
Tue;20;2;2018;06:00;36.339999999999996;11.7;21.96
Tue;20;2;2018;06:15;35.870000000000005;11.6;21.98
Tue;20;2;2018;06:30;35.989999999999995;11.4;21.98
Tue;20;2;2018;06:45;36.85;11.8;21.95
Tue;20;2;2018;07:00;37.6;11.7;21.98
Tue;20;2;2018;07:15;37.699999999999996;11.9;21.97
Tue;20;2;2018;07:30;36.67;10.8;22.0
Tue;20;2;2018;07:45;36.34;10.6;22.02
Tue;20;2;2018;08:00;40.28;14.2;22.06
Tue;20;2;2018;08:15;37.3;11.4;22.05
Tue;20;2;2018;08:30;38.25;11.4;22.08
Tue;20;2;2018;08:45;37.44;11.1;22.16
Tue;20;2;2018;09:00;38.82;11.6;22.28
Tue;20;2;2018;09:15;40.76;13.5;22.31
Tue;20;2;2018;09:30;38.88;12.1;22.34
Tue;20;2;2018;09:45;39.379999999999995;12.1;22.35
Tue;20;2;2018;10:00;37.8;10.5;22.42
Tue;20;2;2018;10:15;39.309999999999995;12.1;22.45
Tue;20;2;2018;10:30;41.56;14.1;22.56
Tue;20;2;2018;10:45;39.29;11.9;22.62
Tue;20;2;2018;11:00;40.19;12.2;22.6
Tue;20;2;2018;11:15;40.120000000000005;12.1;22.58
Tue;20;2;2018;11:30;39.39;11.2;22.57
Tue;20;2;2018;11:45;42.18;14.3;22.57
Tue;20;2;2018;12:00;38.71;10.6;22.65
Tue;20;2;2018;12:15;41.17;13.0;22.62
Tue;20;2;2018;12:30;41.64;13.6;22.52
Tue;20;2;2018;12:45;40.74;12.7;22.45
Tue;20;2;2018;13:00;41.300000000000004;13.5;22.44
Tue;20;2;2018;13:15;39.39;12.0;22.46
Tue;20;2;2018;13:30;39.45;11.9;22.42
Tue;20;2;2018;13:45;39.83;11.7;22.47
Tue;20;2;2018;14:00;43.35;15.2;22.49
Tue;20;2;2018;14:15;40.64;12.9;22.48
Tue;20;2;2018;14:30;38.37;10.6;22.6
Tue;20;2;2018;14:45;40.620000000000005;12.3;22.65
Tue;20;2;2018;15:00;41.42;13.2;22.62
Tue;20;2;2018;15:15;42.36;14.3;22.57
Tue;20;2;2018;15:30;39.08;12.3;22.52
Tue;20;2;2018;15:45;39.65;12.1;22.49
Tue;20;2;2018;16:00;39.14;11.9;22.5
Tue;20;2;2018;16:15;39.480000000000004;12.3;22.54
Tue;20;2;2018;16:30;40.67;13.2;22.5
Tue;20;2;2018;16:45;39.7;12.8;22.47
Tue;20;2;2018;17:00;39.37;11.9;22.49
Tue;20;2;2018;17:15;38.36;11.1;22.48
Tue;20;2;2018;17:30;38.6;11.3;22.55
Tue;20;2;2018;17:45;41.51;14.6;22.52
Tue;20;2;2018;18:00;39.43;12.2;22.46
Tue;20;2;2018;18:15;38.690000000000005;12.2;22.37
Tue;20;2;2018;18:30;39.169999999999995;12.3;22.33
Tue;20;2;2018;18:45;38.91;12.1;22.31
Tue;20;2;2018;19:00;40.589999999999996;14.6;22.32
Tue;20;2;2018;19:15;37.47;11.1;22.31
Tue;20;2;2018;19:30;38.47;12.3;22.29
Tue;20;2;2018;19:45;38.39;12.4;22.23
Tue;20;2;2018;20:00;38.31;12.9;22.21
Tue;20;2;2018;20:15;38.089999999999996;13.1;22.19
Tue;20;2;2018;20:30;37.21;11.9;22.23
Tue;20;2;2018;20:45;37.010000000000005;11.8;22.2
Tue;20;2;2018;21:00;37.65;12.5;22.2
Tue;20;2;2018;21:15;39.550000000000004;14.5;22.18
Tue;20;2;2018;21:30;36.44;11.3;22.22
Tue;20;2;2018;21:45;37.17;12.1;22.19
Tue;20;2;2018;22:00;37.12;12.2;22.22
Tue;20;2;2018;22:15;38.62;14.0;22.19
Tue;20;2;2018;22:30;37.64;12.8;22.18
Tue;20;2;2018;22:45;36.49;11.9;22.14
Tue;20;2;2018;23:00;36.87;12.1;22.13
Tue;20;2;2018;23:15;37.300000000000004;12.6;22.12
Tue;20;2;2018;23:30;38.75;14.1;22.08
Tue;20;2;2018;23:45;35.830000000000005;11.3;22.05
Wed;21;2;2018;00:00;39.13;12.8;23.58
Wed;21;2;2018;00:15;34.75;11.8;20.68
Wed;21;2;2018;00:30;39.050000000000004;14.2;22.07
Wed;21;2;2018;00:45;35.949999999999996;11.5;22.03
Wed;21;2;2018;01:00;36.86;12.2;22.07
Wed;21;2;2018;01:15;36.97;12.4;22.04
Wed;21;2;2018;01:30;39.0;14.0;22.02
Wed;21;2;2018;01:45;37.04;12.1;22.01
Wed;21;2;2018;02:00;37.220000000000006;11.9;22.02
Wed;21;2;2018;02:15;37.47;12.6;21.98
Wed;21;2;2018;02:30;38.51;13.3;21.99
Wed;21;2;2018;02:45;38.06;13.0;21.94
Wed;21;2;2018;03:00;36.75;11.7;21.97
Wed;21;2;2018;03:15;37.16;12.2;21.97
Wed;21;2;2018;03:30;37.55;12.5;21.98
Wed;21;2;2018;03:45;39.26;14.3;21.94
Wed;21;2;2018;04:00;36.540000000000006;11.4;21.96
Wed;21;2;2018;04:15;37.04;12.0;21.95
Wed;21;2;2018;04:30;37.5;12.7;21.96
Wed;21;2;2018;04:45;37.89;12.8;21.94
Wed;21;2;2018;05:00;38.29;13.7;22.0
Wed;21;2;2018;05:15;36.86;11.4;22.0
Wed;21;2;2018;05:30;37.15;11.9;21.98
Wed;21;2;2018;05:45;36.910000000000004;12.1;21.96
Wed;21;2;2018;06:00;39.26;14.1;21.97
Wed;21;2;2018;06:15;36.61;12.4;21.95
Wed;21;2;2018;06:30;36.18;11.7;21.94
Wed;21;2;2018;06:45;36.54;11.8;21.95
Wed;21;2;2018;07:00;38.1;12.3;21.98
Wed;21;2;2018;07:15;39.74;13.8;21.99
Wed;21;2;2018;07:30;37.33;11.6;21.99
Wed;21;2;2018;07:45;38.29;12.2;21.99
Wed;21;2;2018;08:00;37.95;12.1;22.06
Wed;21;2;2018;08:15;37.83;11.8;22.04
Wed;21;2;2018;08:30;41.77;14.9;22.07
Wed;21;2;2018;08:45;36.89;11.0;22.13
Wed;21;2;2018;09:00;39.620000000000005;12.8;22.22
Wed;21;2;2018;09:15;39.03;12.4;22.28
Wed;21;2;2018;09:30;40.25;12.8;22.32
Wed;21;2;2018;09:45;41.839999999999996;14.4;22.39
Wed;21;2;2018;10:00;39.53;11.8;22.46
Wed;21;2;2018;10:15;39.84;12.6;22.5
Wed;21;2;2018;10:30;40.71;12.8;22.53
Wed;21;2;2018;10:45;42.39;14.5;22.53
Wed;21;2;2018;11:00;40.88;12.3;22.54
Wed;21;2;2018;11:15;40.95;12.9;22.53
Wed;21;2;2018;11:30;41.19;13.0;22.54
Wed;21;2;2018;11:45;40.26;12.8;22.58
Wed;21;2;2018;12:00;41.980000000000004;14.5;22.58
Wed;21;2;2018;12:15;40.61;12.6;22.54
Wed;21;2;2018;12:30;40.730000000000004;12.7;22.48
Wed;21;2;2018;12:45;41.34;13.0;22.43
Wed;21;2;2018;13:00;42.080000000000005;14.5;22.41
Wed;21;2;2018;13:15;40.61;13.6;22.4
Wed;21;2;2018;13:30;38.96;12.3;22.38
Wed;21;2;2018;13:45;40.65;13.6;22.37
Wed;21;2;2018;14:00;40.76;13.3;22.45
Wed;21;2;2018;14:15;42.78;15.1;22.47
Wed;21;2;2018;14:30;38.95;11.7;22.49
Wed;21;2;2018;14:45;40.11;12.3;22.51
Wed;21;2;2018;15:00;40.14;12.9;22.53
Wed;21;2;2018;15:15;40.86;13.2;22.54
Wed;21;2;2018;15:30;41.71;14.3;22.52
Wed;21;2;2018;15:45;39.43;12.0;22.54
Wed;21;2;2018;16:00;40.230000000000004;12.5;22.55
Wed;21;2;2018;16:15;40.04;12.7;22.55
Wed;21;2;2018;16:30;42.54;14.7;22.5
Wed;21;2;2018;16:45;39.26;12.1;22.48
Wed;21;2;2018;17:00;40.29;12.6;22.46
Wed;21;2;2018;17:15;40.09;12.5;22.49
Wed;21;2;2018;17:30;40.19;12.5;22.55
Wed;21;2;2018;17:45;42.300000000000004;14.8;22.51
Wed;21;2;2018;18:00;39.07;11.9;22.45
Wed;21;2;2018;18:15;39.44;12.0;22.4
Wed;21;2;2018;18:30;39.56;12.4;22.35
Wed;21;2;2018;18:45;40.31;13.4;22.32
Wed;21;2;2018;19:00;40.19;14.0;22.32
Wed;21;2;2018;19:15;37.6;11.2;22.3
Wed;21;2;2018;19:30;38.230000000000004;12.0;22.27
Wed;21;2;2018;19:45;38.95;12.8;22.26
Wed;21;2;2018;20:00;40.31;13.9;22.23
Wed;21;2;2018;20:15;37.11;11.4;22.22
Wed;21;2;2018;20:30;38.21;12.7;22.23
Wed;21;2;2018;20:45;37.7;12.2;22.21
Wed;21;2;2018;21:00;39.47;13.5;22.23
Wed;21;2;2018;21:15;37.57;12.2;22.2
Wed;21;2;2018;21:30;37.96;12.1;22.23
Wed;21;2;2018;21:45;37.49;12.2;22.18
Wed;21;2;2018;22:00;38.04;12.9;22.24
Wed;21;2;2018;22:15;38.470000000000006;14.0;22.19
Wed;21;2;2018;22:30;36.06;11.3;22.18
Wed;21;2;2018;22:45;37.14;12.2;22.12
Wed;21;2;2018;23:00;36.99;12.4;22.11
Wed;21;2;2018;23:15;38.84;14.1;22.09
Wed;21;2;2018;23:30;36.1;11.3;22.07
Wed;21;2;2018;23:45;36.910000000000004;12.2;22.05
Thu;22;2;2018;00:00;39.75;13.5;23.63
Thu;22;2;2018;00:15;36.589999999999996;13.3;20.64
Thu;22;2;2018;00:30;35.96;11.6;22.06
Thu;22;2;2018;00:45;37.45;12.2;22.06
Thu;22;2;2018;01:00;37.33;12.5;22.09
Thu;22;2;2018;01:15;39.04;13.5;22.08
Thu;22;2;2018;01:30;37.480000000000004;12.5;22.05
Thu;22;2;2018;01:45;37.49;12.2;22.0
Thu;22;2;2018;02:00;37.370000000000005;12.4;22.03
Thu;22;2;2018;02:15;37.92;12.7;22.01
Thu;22;2;2018;02:30;38.92;13.9;21.99
Thu;22;2;2018;02:45;37.120000000000005;12.1;21.97
Thu;22;2;2018;03:00;37.1;12.0;22.0
Thu;22;2;2018;03:15;36.72;11.5;21.98
Thu;22;2;2018;03:30;37.47;12.7;21.99
Thu;22;2;2018;03:45;36.96;11.6;21.98
Thu;22;2;2018;04:00;35.84;10.9;22.0
Thu;22;2;2018;04:15;37.42;12.4;21.97
Thu;22;2;2018;04:30;37.24;12.3;21.99
Thu;22;2;2018;04:45;37.54;12.5;21.97
Thu;22;2;2018;05:00;35.66;10.7;22.03
Thu;22;2;2018;05:15;37.01;12.1;22.03
Thu;22;2;2018;05:30;35.78;11.2;22.0
Thu;22;2;2018;05:45;37.51;13.2;21.99
Thu;22;2;2018;06:00;35.51;10.9;21.99
Thu;22;2;2018;06:15;35.44;11.2;22.01
Thu;22;2;2018;06:30;36.42;11.8;21.98
Thu;22;2;2018;06:45;37.49;12.1;21.99
Thu;22;2;2018;07:00;38.01;12.5;22.01
Thu;22;2;2018;07:15;36.79;10.6;22.02
Thu;22;2;2018;07:30;37.71;12.0;22.02
Thu;22;2;2018;07:45;36.63;10.7;22.04
Thu;22;2;2018;08:00;39.370000000000005;13.5;22.07
Thu;22;2;2018;08:15;36.51;10.5;22.1
Thu;22;2;2018;08:30;39.14;12.4;22.15
Thu;22;2;2018;08:45;36.83;10.4;22.16
Thu;22;2;2018;09:00;39.7;12.7;22.28
Thu;22;2;2018;09:15;39.4;12.4;22.31
Thu;22;2;2018;09:30;38.69;11.5;22.35
Thu;22;2;2018;09:45;37.96;11.0;22.37
Thu;22;2;2018;10:00;39.199999999999996;12.1;22.5
Thu;22;2;2018;10:15;39.050000000000004;11.6;22.55
Thu;22;2;2018;10:30;40.63;13.2;22.58
Thu;22;2;2018;10:45;39.13;11.5;22.54
Thu;22;2;2018;11:00;39.63;11.8;22.49
Thu;22;2;2018;11:15;39.96;12.1;22.46
Thu;22;2;2018;11:30;40.480000000000004;12.5;22.48
Thu;22;2;2018;11:45;40.410000000000004;13.3;22.49
Thu;22;2;2018;12:00;38.57;11.2;22.5
Thu;22;2;2018;12:15;38.730000000000004;11.6;22.51
Thu;22;2;2018;12:30;39.43;12.1;22.54
Thu;22;2;2018;12:45;39.63;12.2;22.46
Thu;22;2;2018;13:00;39.82;13.2;22.48
Thu;22;2;2018;13:15;38.0;11.3;22.44
Thu;22;2;2018;13:30;39.24;12.3;22.49
Thu;22;2;2018;13:45;38.67;11.3;22.44
Thu;22;2;2018;14:00;39.730000000000004;12.3;22.52
Thu;22;2;2018;14:15;40.43;13.3;22.5
Thu;22;2;2018;14:30;38.93;11.7;22.52
Thu;22;2;2018;14:45;38.53;11.3;22.5
Thu;22;2;2018;15:00;39.7;12.0;22.58
Thu;22;2;2018;15:15;38.97;11.6;22.58
Thu;22;2;2018;15:30;40.93;13.6;22.57
Thu;22;2;2018;15:45;37.96;10.4;22.59
Thu;22;2;2018;16:00;39.67;12.4;22.58
Thu;22;2;2018;16:15;38.1;10.6;22.55
Thu;22;2;2018;16:30;41.17;13.8;22.56
Thu;22;2;2018;16:45;38.09;10.9;22.51
Thu;22;2;2018;17:00;39.64;12.3;22.54
Thu;22;2;2018;17:15;38.03;10.6;22.59
Thu;22;2;2018;17:30;39.52;12.4;22.59
Thu;22;2;2018;17:45;39.01;11.7;22.49
Thu;22;2;2018;18:00;39.15;12.3;22.44
Thu;22;2;2018;18:15;37.6;10.8;22.4
Thu;22;2;2018;18:30;38.95;12.1;22.38
Thu;22;2;2018;18:45;37.31;10.7;22.36
Thu;22;2;2018;19:00;40.160000000000004;14.0;22.33
Thu;22;2;2018;19:15;36.09;9.9;22.34
Thu;22;2;2018;19:30;38.02;11.9;22.3
Thu;22;2;2018;19:45;35.800000000000004;10.5;22.27
Thu;22;2;2018;20:00;37.45;12.3;22.25
Thu;22;2;2018;20:15;37.67;12.6;22.23
Thu;22;2;2018;20:30;36.07;11.0;22.22
Thu;22;2;2018;20:45;35.74;10.5;22.25
Thu;22;2;2018;21:00;36.78;12.0;22.26
Thu;22;2;2018;21:15;36.64;11.4;22.25
Thu;22;2;2018;21:30;36.56;12.3;22.21
Thu;22;2;2018;21:45;35.54;10.7;22.19
Thu;22;2;2018;22:00;35.95;11.2;22.21
Thu;22;2;2018;22:15;35.95;11.1;22.2
Thu;22;2;2018;22:30;37.82;13.2;22.16
Thu;22;2;2018;22:45;35.160000000000004;10.5;22.15
Thu;22;2;2018;23:00;35.74;11.1;22.13
Thu;22;2;2018;23:15;36.0;11.4;22.12
Thu;22;2;2018;23:30;36.28;11.7;22.08
Thu;22;2;2018;23:45;36.81;12.3;22.1
Fri;23;2;2018;00:00;37.89;11.6;23.67
Fri;23;2;2018;00:15;33.4;10.5;20.7
Fri;23;2;2018;00:30;35.95;11.2;22.07
Fri;23;2;2018;00:45;37.57;13.0;22.07
Fri;23;2;2018;01:00;36.06;10.7;22.08
Fri;23;2;2018;01:15;36.7;11.7;22.1
Fri;23;2;2018;01:30;36.300000000000004;11.2;22.04
Fri;23;2;2018;01:45;36.61;11.7;22.01
Fri;23;2;2018;02:00;38.18;13.1;22.02
Fri;23;2;2018;02:15;36.04;11.1;22.05
Fri;23;2;2018;02:30;36.25;11.2;22.02
Fri;23;2;2018;02:45;36.46;11.5;22.02
Fri;23;2;2018;03:00;36.230000000000004;11.3;22.04
Fri;23;2;2018;03:15;38.49;13.4;22.02
Fri;23;2;2018;03:30;35.57;10.7;22.0
Fri;23;2;2018;03:45;36.69;11.6;22.0
Fri;23;2;2018;04:00;36.02;11.1;22.03
Fri;23;2;2018;04:15;37.13;11.9;22.0
Fri;23;2;2018;04:30;37.480000000000004;12.7;21.99
Fri;23;2;2018;04:45;36.39;11.5;21.99
Fri;23;2;2018;05:00;36.02;10.9;22.05
Fri;23;2;2018;05:15;36.93;12.0;22.05
Fri;23;2;2018;05:30;35.910000000000004;10.9;22.04
Fri;23;2;2018;05:45;37.86;13.7;22.02
Fri;23;2;2018;06:00;35.22;10.6;22.03
Fri;23;2;2018;06:15;36.04;11.5;22.03
Fri;23;2;2018;06:30;35.36;11.0;22.01
Fri;23;2;2018;06:45;37.15;11.6;22.03
Fri;23;2;2018;07:00;37.660000000000004;11.9;22.02
Fri;23;2;2018;07:15;38.01;12.2;22.07
Fri;23;2;2018;07:30;36.72;10.6;22.04
Fri;23;2;2018;07:45;37.5;11.6;22.06
Fri;23;2;2018;08:00;36.93;10.9;22.09
Fri;23;2;2018;08:15;37.56;11.9;22.1
Fri;23;2;2018;08:30;40.1;13.0;22.13
Fri;23;2;2018;08:45;37.15;11.0;22.18
Fri;23;2;2018;09:00;37.99;11.2;22.29
Fri;23;2;2018;09:15;38.56;11.9;22.32
Fri;23;2;2018;09:30;38.77;11.5;22.33
Fri;23;2;2018;09:45;39.31;12.4;22.41
Fri;23;2;2018;10:00;39.86;12.7;22.48
Fri;23;2;2018;10:15;38.65;11.4;22.51
Fri;23;2;2018;10:30;39.1;11.8;22.48
Fri;23;2;2018;10:45;38.26;11.2;22.48
