weekday;day;month;year;time;EA+ Geral (kWh);Sazonalidade;Periodo Tarifario;Energia;Energia Redes;Energia Total;Energia Redes Total;Total
Fri;1.0;1.0;2016.0;00:00;37,7;I;vazio;0,045;0,0225;1,7;0,85;2,54
Fri;1.0;1.0;2016.0;00:15;35,6;I;vazio;0,045;0,0225;1,6;0,8;2,4
Fri;1.0;1.0;2016.0;00:30;37,4;I;vazio;0,045;0,0225;1,68;0,84;2,52
Fri;1.0;1.0;2016.0;00:45;35,6;I;vazio;0,045;0,0225;1,6;0,8;2,4
Fri;1.0;1.0;2016.0;01:00;35,5;I;vazio;0,045;0,0225;1,6;0,8;2,4
Fri;1.0;1.0;2016.0;01:15;37,5;I;vazio;0,045;0,0225;1,69;0,84;2,53
Fri;1.0;1.0;2016.0;01:30;33,5;I;vazio;0,045;0,0225;1,51;0,75;2,26
Fri;1.0;1.0;2016.0;01:45;39,7;I;vazio;0,045;0,0225;1,79;0,89;2,68
Fri;1.0;1.0;2016.0;02:00;32,5;I;super-vazio;0,0444;0,0217;1,44;0,71;2,15
Fri;1.0;1.0;2016.0;02:15;38,7;I;super-vazio;0,0444;0,0217;1,72;0,84;2,56
Fri;1.0;1.0;2016.0;02:30;34,3;I;super-vazio;0,0444;0,0217;1,52;0,74;2,27
Fri;1.0;1.0;2016.0;02:45;36,7;I;super-vazio;0,0444;0,0217;1,63;0,8;2,43
Fri;1.0;1.0;2016.0;03:00;36,6;I;super-vazio;0,0444;0,0217;1,63;0,79;2,42
Fri;1.0;1.0;2016.0;03:15;36,4;I;super-vazio;0,0444;0,0217;1,62;0,79;2,41
Fri;1.0;1.0;2016.0;03:30;36,6;I;super-vazio;0,0444;0,0217;1,63;0,79;2,42
Fri;1.0;1.0;2016.0;03:45;34,4;I;super-vazio;0,0444;0,0217;1,53;0,75;2,27
Fri;1.0;1.0;2016.0;04:00;38,6;I;super-vazio;0,0444;0,0217;1,71;0,84;2,55
Fri;1.0;1.0;2016.0;04:15;32,4;I;super-vazio;0,0444;0,0217;1,44;0,7;2,14
Fri;1.0;1.0;2016.0;04:30;38,6;I;super-vazio;0,0444;0,0217;1,71;0,84;2,55
Fri;1.0;1.0;2016.0;04:45;33,4;I;super-vazio;0,0444;0,0217;1,48;0,72;2,21
Fri;1.0;1.0;2016.0;05:00;38,6;I;super-vazio;0,0444;0,0217;1,71;0,84;2,55
Fri;1.0;1.0;2016.0;05:15;34,4;I;super-vazio;0,0444;0,0217;1,53;0,75;2,27
Fri;1.0;1.0;2016.0;05:30;36,6;I;super-vazio;0,0444;0,0217;1,63;0,79;2,42
Fri;1.0;1.0;2016.0;05:45;35,4;I;super-vazio;0,0444;0,0217;1,57;0,77;2,34
Fri;1.0;1.0;2016.0;06:00;35,3;I;vazio;0,045;0,0225;1,59;0,79;2,38
Fri;1.0;1.0;2016.0;06:15;36,4;I;vazio;0,045;0,0225;1,64;0,82;2,46
Fri;1.0;1.0;2016.0;06:30;33,6;I;vazio;0,045;0,0225;1,51;0,76;2,27
Fri;1.0;1.0;2016.0;06:45;38,4;I;vazio;0,045;0,0225;1,73;0,86;2,59
Fri;1.0;1.0;2016.0;07:00;35,4;I;cheia;0,0605;0,0409;2,14;1,45;3,59
Fri;1.0;1.0;2016.0;07:15;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;07:30;36,2;I;cheia;0,0605;0,0409;2,19;1,48;3,67
Fri;1.0;1.0;2016.0;07:45;33,5;I;cheia;0,0605;0,0409;2,03;1,37;3,4
Fri;1.0;1.0;2016.0;08:00;38,5;I;cheia;0,0605;0,0409;2,33;1,57;3,9
Fri;1.0;1.0;2016.0;08:15;34,5;I;cheia;0,0605;0,0409;2,09;1,41;3,5
Fri;1.0;1.0;2016.0;08:30;35,4;I;cheia;0,0605;0,0409;2,14;1,45;3,59
Fri;1.0;1.0;2016.0;08:45;36,6;I;cheia;0,0605;0,0409;2,21;1,5;3,71
Fri;1.0;1.0;2016.0;09:00;34,4;I;cheia;0,0605;0,0409;2,08;1,41;3,49
Fri;1.0;1.0;2016.0;09:15;37,4;I;cheia;0,0605;0,0409;2,26;1,53;3,79
Fri;1.0;1.0;2016.0;09:30;33,4;I;ponta;0,0638;0,0473;2,13;1,58;3,71
Fri;1.0;1.0;2016.0;09:45;37,6;I;ponta;0,0638;0,0473;2,4;1,78;4,18
Fri;1.0;1.0;2016.0;10:00;35,4;I;ponta;0,0638;0,0473;2,26;1,67;3,93
Fri;1.0;1.0;2016.0;10:15;35,6;I;ponta;0,0638;0,0473;2,27;1,68;3,96
Fri;1.0;1.0;2016.0;10:30;36,4;I;ponta;0,0638;0,0473;2,32;1,72;4,04
Fri;1.0;1.0;2016.0;10:45;35,3;I;ponta;0,0638;0,0473;2,25;1,67;3,92
Fri;1.0;1.0;2016.0;11:00;35,5;I;ponta;0,0638;0,0473;2,26;1,68;3,94
Fri;1.0;1.0;2016.0;11:15;34,5;I;ponta;0,0638;0,0473;2,2;1,63;3,83
Fri;1.0;1.0;2016.0;11:30;36,5;I;ponta;0,0638;0,0473;2,33;1,73;4,06
Fri;1.0;1.0;2016.0;11:45;34,3;I;ponta;0,0638;0,0473;2,19;1,62;3,81
Fri;1.0;1.0;2016.0;12:00;36,7;I;cheia;0,0605;0,0409;2,22;1,5;3,72
Fri;1.0;1.0;2016.0;12:15;35,3;I;cheia;0,0605;0,0409;2,14;1,44;3,58
Fri;1.0;1.0;2016.0;12:30;34,7;I;cheia;0,0605;0,0409;2,1;1,42;3,52
Fri;1.0;1.0;2016.0;12:45;37,3;I;cheia;0,0605;0,0409;2,26;1,53;3,78
Fri;1.0;1.0;2016.0;13:00;34,6;I;cheia;0,0605;0,0409;2,09;1,42;3,51
Fri;1.0;1.0;2016.0;13:15;35,4;I;cheia;0,0605;0,0409;2,14;1,45;3,59
Fri;1.0;1.0;2016.0;13:30;35,6;I;cheia;0,0605;0,0409;2,15;1,46;3,61
Fri;1.0;1.0;2016.0;13:45;35,4;I;cheia;0,0605;0,0409;2,14;1,45;3,59
Fri;1.0;1.0;2016.0;14:00;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Fri;1.0;1.0;2016.0;14:15;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;14:30;36,6;I;cheia;0,0605;0,0409;2,21;1,5;3,71
Fri;1.0;1.0;2016.0;14:45;37,4;I;cheia;0,0605;0,0409;2,26;1,53;3,79
Fri;1.0;1.0;2016.0;15:00;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;15:15;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;15:30;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Fri;1.0;1.0;2016.0;15:45;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Fri;1.0;1.0;2016.0;16:00;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;16:15;37,5;I;cheia;0,0605;0,0409;2,27;1,53;3,8
Fri;1.0;1.0;2016.0;16:30;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;16:45;37,5;I;cheia;0,0605;0,0409;2,27;1,53;3,8
Fri;1.0;1.0;2016.0;17:00;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Fri;1.0;1.0;2016.0;17:15;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;17:30;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Fri;1.0;1.0;2016.0;17:45;37,5;I;cheia;0,0605;0,0409;2,27;1,53;3,8
Fri;1.0;1.0;2016.0;18:00;35,6;I;cheia;0,0605;0,0409;2,15;1,46;3,61
Fri;1.0;1.0;2016.0;18:15;37,4;I;cheia;0,0605;0,0409;2,26;1,53;3,79
Fri;1.0;1.0;2016.0;18:30;37,6;I;ponta;0,0638;0,0473;2,4;1,78;4,18
Fri;1.0;1.0;2016.0;18:45;35,6;I;ponta;0,0638;0,0473;2,27;1,68;3,96
Fri;1.0;1.0;2016.0;19:00;36,4;I;ponta;0,0638;0,0473;2,32;1,72;4,04
Fri;1.0;1.0;2016.0;19:15;38,6;I;ponta;0,0638;0,0473;2,46;1,83;4,29
Fri;1.0;1.0;2016.0;19:30;37,5;I;ponta;0,0638;0,0473;2,39;1,77;4,17
Fri;1.0;1.0;2016.0;19:45;35,5;I;ponta;0,0638;0,0473;2,26;1,68;3,94
Fri;1.0;1.0;2016.0;20:00;37,5;I;ponta;0,0638;0,0473;2,39;1,77;4,17
Fri;1.0;1.0;2016.0;20:15;39,5;I;ponta;0,0638;0,0473;2,52;1,87;4,39
Fri;1.0;1.0;2016.0;20:30;36,5;I;ponta;0,0638;0,0473;2,33;1,73;4,06
Fri;1.0;1.0;2016.0;20:45;34,5;I;ponta;0,0638;0,0473;2,2;1,63;3,83
Fri;1.0;1.0;2016.0;21:00;37,5;I;cheia;0,0605;0,0409;2,27;1,53;3,8
Fri;1.0;1.0;2016.0;21:15;37,7;I;cheia;0,0605;0,0409;2,28;1,54;3,82
Fri;1.0;1.0;2016.0;21:30;36,3;I;cheia;0,0605;0,0409;2,2;1,48;3,68
Fri;1.0;1.0;2016.0;21:45;35,7;I;cheia;0,0605;0,0409;2,16;1,46;3,62
Fri;1.0;1.0;2016.0;22:00;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Fri;1.0;1.0;2016.0;22:15;38,4;I;cheia;0,0605;0,0409;2,32;1,57;3,89
Fri;1.0;1.0;2016.0;22:30;35,6;I;cheia;0,0605;0,0409;2,15;1,46;3,61
Fri;1.0;1.0;2016.0;22:45;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Fri;1.0;1.0;2016.0;23:00;37,7;I;cheia;0,0605;0,0409;2,28;1,54;3,82
Fri;1.0;1.0;2016.0;23:15;37,3;I;cheia;0,0605;0,0409;2,26;1,53;3,78
Fri;1.0;1.0;2016.0;23:30;34,7;I;cheia;0,0605;0,0409;2,1;1,42;3,52
Fri;1.0;1.0;2016.0;23:45;37,3;I;cheia;0,0605;0,0409;2,26;1,53;3,78
Sat;2.0;1.0;2016.0;00:00;34,7;I;vazio;0,045;0,0225;1,56;0,78;2,34
Sat;2.0;1.0;2016.0;00:15;37,5;I;vazio;0,045;0,0225;1,69;0,84;2,53
Sat;2.0;1.0;2016.0;00:30;35,7;I;vazio;0,045;0,0225;1,61;0,8;2,41
Sat;2.0;1.0;2016.0;00:45;36,3;I;vazio;0,045;0,0225;1,63;0,82;2,45
Sat;2.0;1.0;2016.0;01:00;36,7;I;vazio;0,045;0,0225;1,65;0,83;2,48
Sat;2.0;1.0;2016.0;01:15;35,6;I;vazio;0,045;0,0225;1,6;0,8;2,4
Sat;2.0;1.0;2016.0;01:30;36,4;I;vazio;0,045;0,0225;1,64;0,82;2,46
Sat;2.0;1.0;2016.0;01:45;35,6;I;vazio;0,045;0,0225;1,6;0,8;2,4
Sat;2.0;1.0;2016.0;02:00;35,5;I;super-vazio;0,0444;0,0217;1,58;0,77;2,35
Sat;2.0;1.0;2016.0;02:15;36,5;I;super-vazio;0,0444;0,0217;1,62;0,79;2,41
Sat;2.0;1.0;2016.0;02:30;34,5;I;super-vazio;0,0444;0,0217;1,53;0,75;2,28
Sat;2.0;1.0;2016.0;02:45;39,6;I;super-vazio;0,0444;0,0217;1,76;0,86;2,62
Sat;2.0;1.0;2016.0;03:00;34,4;I;super-vazio;0,0444;0,0217;1,53;0,75;2,27
Sat;2.0;1.0;2016.0;03:15;35,6;I;super-vazio;0,0444;0,0217;1,58;0,77;2,35
Sat;2.0;1.0;2016.0;03:30;36,6;I;super-vazio;0,0444;0,0217;1,63;0,79;2,42
Sat;2.0;1.0;2016.0;03:45;34,4;I;super-vazio;0,0444;0,0217;1,53;0,75;2,27
Sat;2.0;1.0;2016.0;04:00;37,6;I;super-vazio;0,0444;0,0217;1,67;0,82;2,49
Sat;2.0;1.0;2016.0;04:15;34,4;I;super-vazio;0,0444;0,0217;1,53;0,75;2,27
Sat;2.0;1.0;2016.0;04:30;36,6;I;super-vazio;0,0444;0,0217;1,63;0,79;2,42
Sat;2.0;1.0;2016.0;04:45;37,4;I;super-vazio;0,0444;0,0217;1,66;0,81;2,47
Sat;2.0;1.0;2016.0;05:00;34,6;I;super-vazio;0,0444;0,0217;1,54;0,75;2,29
Sat;2.0;1.0;2016.0;05:15;36,4;I;super-vazio;0,0444;0,0217;1,62;0,79;2,41
Sat;2.0;1.0;2016.0;05:30;35,4;I;super-vazio;0,0444;0,0217;1,57;0,77;2,34
Sat;2.0;1.0;2016.0;05:45;35,6;I;super-vazio;0,0444;0,0217;1,58;0,77;2,35
Sat;2.0;1.0;2016.0;06:00;36,4;I;vazio;0,045;0,0225;1,64;0,82;2,46
Sat;2.0;1.0;2016.0;06:15;34,5;I;vazio;0,045;0,0225;1,55;0,78;2,33
Sat;2.0;1.0;2016.0;06:30;37,5;I;vazio;0,045;0,0225;1,69;0,84;2,53
Sat;2.0;1.0;2016.0;06:45;34,4;I;vazio;0,045;0,0225;1,55;0,77;2,32
Sat;2.0;1.0;2016.0;07:00;36,6;I;vazio;0,045;0,0225;1,65;0,82;2,47
Sat;2.0;1.0;2016.0;07:15;35,4;I;vazio;0,045;0,0225;1,59;0,8;2,39
Sat;2.0;1.0;2016.0;07:30;34,6;I;vazio;0,045;0,0225;1,56;0,78;2,34
Sat;2.0;1.0;2016.0;07:45;37,4;I;vazio;0,045;0,0225;1,68;0,84;2,52
Sat;2.0;1.0;2016.0;08:00;35,6;I;vazio;0,045;0,0225;1,6;0,8;2,4
Sat;2.0;1.0;2016.0;08:15;36,4;I;vazio;0,045;0,0225;1,64;0,82;2,46
Sat;2.0;1.0;2016.0;08:30;36,6;I;vazio;0,045;0,0225;1,65;0,82;2,47
Sat;2.0;1.0;2016.0;08:45;34,4;I;vazio;0,045;0,0225;1,55;0,77;2,32
Sat;2.0;1.0;2016.0;09:00;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sat;2.0;1.0;2016.0;09:15;34,4;I;vazio;0,045;0,0225;1,55;0,77;2,32
Sat;2.0;1.0;2016.0;09:30;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Sat;2.0;1.0;2016.0;09:45;35,4;I;cheia;0,0605;0,0409;2,14;1,45;3,59
Sat;2.0;1.0;2016.0;10:00;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Sat;2.0;1.0;2016.0;10:15;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Sat;2.0;1.0;2016.0;10:30;36,7;I;cheia;0,0605;0,0409;2,22;1,5;3,72
Sat;2.0;1.0;2016.0;10:45;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Sat;2.0;1.0;2016.0;11:00;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Sat;2.0;1.0;2016.0;11:15;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Sat;2.0;1.0;2016.0;11:30;34,7;I;cheia;0,0605;0,0409;2,1;1,42;3,52
Sat;2.0;1.0;2016.0;11:45;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Sat;2.0;1.0;2016.0;12:00;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Sat;2.0;1.0;2016.0;12:15;37,7;I;cheia;0,0605;0,0409;2,28;1,54;3,82
Sat;2.0;1.0;2016.0;12:30;36,5;I;cheia;0,0605;0,0409;2,21;1,49;3,7
Sat;2.0;1.0;2016.0;12:45;35,7;I;cheia;0,0605;0,0409;2,16;1,46;3,62
Sat;2.0;1.0;2016.0;13:00;37,3;I;vazio;0,045;0,0225;1,68;0,84;2,52
Sat;2.0;1.0;2016.0;13:15;35,7;I;vazio;0,045;0,0225;1,61;0,8;2,41
Sat;2.0;1.0;2016.0;13:30;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sat;2.0;1.0;2016.0;13:45;35,5;I;vazio;0,045;0,0225;1,6;0,8;2,4
Sat;2.0;1.0;2016.0;14:00;37,7;I;vazio;0,045;0,0225;1,7;0,85;2,54
Sat;2.0;1.0;2016.0;14:15;35,3;I;vazio;0,045;0,0225;1,59;0,79;2,38
Sat;2.0;1.0;2016.0;14:30;36,7;I;vazio;0,045;0,0225;1,65;0,83;2,48
Sat;2.0;1.0;2016.0;14:45;36,5;I;vazio;0,045;0,0225;1,64;0,82;2,46
Sat;2.0;1.0;2016.0;15:00;36,7;I;vazio;0,045;0,0225;1,65;0,83;2,48
Sat;2.0;1.0;2016.0;15:15;36,6;I;vazio;0,045;0,0225;1,65;0,82;2,47
Sat;2.0;1.0;2016.0;15:30;35,4;I;vazio;0,045;0,0225;1,59;0,8;2,39
Sat;2.0;1.0;2016.0;15:45;38,6;I;vazio;0,045;0,0225;1,74;0,87;2,61
Sat;2.0;1.0;2016.0;16:00;34,5;I;vazio;0,045;0,0225;1,55;0,78;2,33
Sat;2.0;1.0;2016.0;16:15;36,7;I;vazio;0,045;0,0225;1,65;0,83;2,48
Sat;2.0;1.0;2016.0;16:30;37,5;I;vazio;0,045;0,0225;1,69;0,84;2,53
Sat;2.0;1.0;2016.0;16:45;35,7;I;vazio;0,045;0,0225;1,61;0,8;2,41
Sat;2.0;1.0;2016.0;17:00;37,3;I;vazio;0,045;0,0225;1,68;0,84;2,52
Sat;2.0;1.0;2016.0;17:15;36,7;I;vazio;0,045;0,0225;1,65;0,83;2,48
Sat;2.0;1.0;2016.0;17:30;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sat;2.0;1.0;2016.0;17:45;35,5;I;vazio;0,045;0,0225;1,6;0,8;2,4
Sat;2.0;1.0;2016.0;18:00;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sat;2.0;1.0;2016.0;18:15;36,6;I;vazio;0,045;0,0225;1,65;0,82;2,47
Sat;2.0;1.0;2016.0;18:30;36,7;I;cheia;0,0605;0,0409;2,22;1,5;3,72
Sat;2.0;1.0;2016.0;18:45;37,3;I;cheia;0,0605;0,0409;2,26;1,53;3,78
Sat;2.0;1.0;2016.0;19:00;35,7;I;cheia;0,0605;0,0409;2,16;1,46;3,62
Sat;2.0;1.0;2016.0;19:15;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Sat;2.0;1.0;2016.0;19:30;34,5;I;cheia;0,0605;0,0409;2,09;1,41;3,5
Sat;2.0;1.0;2016.0;19:45;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Sat;2.0;1.0;2016.0;20:00;35,6;I;cheia;0,0605;0,0409;2,15;1,46;3,61
Sat;2.0;1.0;2016.0;20:15;36,4;I;cheia;0,0605;0,0409;2,2;1,49;3,69
Sat;2.0;1.0;2016.0;20:30;37,6;I;cheia;0,0605;0,0409;2,27;1,54;3,81
Sat;2.0;1.0;2016.0;20:45;35,5;I;cheia;0,0605;0,0409;2,15;1,45;3,6
Sat;2.0;1.0;2016.0;21:00;37,8;I;cheia;0,0605;0,0409;2,29;1,55;3,83
Sat;2.0;1.0;2016.0;21:15;34,5;I;cheia;0,0605;0,0409;2,09;1,41;3,5
Sat;2.0;1.0;2016.0;21:30;36,6;I;cheia;0,0605;0,0409;2,21;1,5;3,71
Sat;2.0;1.0;2016.0;21:45;36,6;I;cheia;0,0605;0,0409;2,21;1,5;3,71
Sat;2.0;1.0;2016.0;22:00;34,4;I;vazio;0,045;0,0225;1,55;0,77;2,32
Sat;2.0;1.0;2016.0;22:15;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sat;2.0;1.0;2016.0;22:30;34,5;I;vazio;0,045;0,0225;1,55;0,78;2,33
Sat;2.0;1.0;2016.0;22:45;37,8;I;vazio;0,045;0,0225;1,7;0,85;2,55
Sat;2.0;1.0;2016.0;23:00;34,5;I;vazio;0,045;0,0225;1,55;0,78;2,33
Sat;2.0;1.0;2016.0;23:15;35,6;I;vazio;0,045;0,0225;1,6;0,8;2,4
Sat;2.0;1.0;2016.0;23:30;37,4;I;vazio;0,045;0,0225;1,68;0,84;2,52
Sat;2.0;1.0;2016.0;23:45;34,6;I;vazio;0,045;0,0225;1,56;0,78;2,34
Sun;3.0;1.0;2016.0;00:00;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sun;3.0;1.0;2016.0;00:15;34,5;I;vazio;0,045;0,0225;1,55;0,78;2,33
Sun;3.0;1.0;2016.0;00:30;36,8;I;vazio;0,045;0,0225;1,66;0,83;2,48
Sun;3.0;1.0;2016.0;00:45;37,5;I;vazio;0,045;0,0225;1,69;0,84;2,53
Sun;3.0;1.0;2016.0;01:00;34,6;I;vazio;0,045;0,0225;1,56;0,78;2,34
Sun;3.0;1.0;2016.0;01:15;37,4;I;vazio;0,045;0,0225;1,68;0,84;2,52
Sun;3.0;1.0;2016.0;01:30;33,6;I;vazio;0,045;0,0225;1,51;0,76;2,27
Sun;3.0;1.0;2016.0;01:45;37,6;I;vazio;0,045;0,0225;1,69;0,85;2,54
Sun;3.0;1.0;2016.0;02:00;36,4;I;super-vazio;0,0444;0,0217;1,62;0,79;2,41
Sun;3.0;1.0;2016.0;02:15;35,6;I;super-vazio;0,0444;0,0217;1,58;0,77;2,35
Sun;3.0;1.0;2016.0;02:30;36,5;I;super-vazio;0,0444;0,0217;1,62;0,79;2,41
Sun;3.0;1.0;2016.0;02:45;33,5;I;super-vazio;0,0444;0,0217;1,49;0,73;2,21
Sun;3.0;1.0;2016.0;03:00;37,5;I;super-vazio;0,0444;0,0217;1,67;0,81;2,48
Sun;3.0;1.0;2016.0;03:15;35,5;I;super-vazio;0,0444;0,0217;1,58;0,77;2,35
Sun;3.0;1.0;2016.0;03:30;34,5;I;super-vazio;0,0444;0,0217;1,53;0,75;2,28
